id,name,streetAddress,city,state,zipCode,telephone,website,priceRange,category,ratingValue,neighborhood,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Good For,Parking,Attire,Ambience,Alcohol,Outdoor Seating,Wi-Fi,Waiter Service,Caters
7879,abbey’s real bar-b-q,9353 Clairemont Mesa Blvd,San Diego,CA,92123,(858) 279-7427,,$$,Barbeque,3.5,Kearny Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7880,rk sushi,334 W Washington St,San Diego,CA,92103,(619) 574-6630,,$$,Sushi Bars;Japanese,3.5,Hillcrest,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7881,red house pizza,4615 Park Blvd,San Diego,CA,92116,(619) 546-7430,redhousepizzasd.com,$$,Pizza;Wine Bars;Gluten-Free,4.5,University Heights,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
7882,alaskan seafood connection,3355 Adams Ave,San Diego,CA,92116,(619) 281-3089,,$,Seafood,4.0,Normal Heights,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,Yes,No,No,No
7883,algo bien! tortas y botanas,2006 Ocean View Blvd. 92113,San Diego,CA,92113,,,$,Mexican;Ethnic Food,5.0,Logan Heights,Yes,No,Yes,No,,,Casual,,,No,,,
7884,sister pee wee’s soul food,2971 Imperial Ave,San Diego,CA,92102,(619) 253-6455,sispewesoulfood.com,$,Soul Food,4.5,Grant Hill,Yes,No,Yes,No,Lunch,Street,Casual,Casual,No,No,No,Yes,Yes
7885,michos,The Stage Bar 762 Fifth Ave,San Diego,CA,92101,(619) 922-4771,atomicgaslamp.com,$,Mexican,4.5,Gaslamp,No,No,Yes,Yes,Lunch,Valet; Garage; Street; Private Lot; Validated,Casual,Casual,Full Bar,Yes,No,No,Yes
7886,chris’ ono grinds island grill,4651 Mission Gorge Pl Ste B,San Diego,CA,92120,(619) 794-2060,onogrindscafe.com,$$,Hawaiian,4.0,Grantville,Yes,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
7887,salud,2196 Logan Ave,San Diego,CA,92113,(619) 255-3856,saludsd.com,$,Mexican,4.5,Barrio Logan,No,No,Yes,Yes,Brunch,Street,Casual,Divey,Beer & Wine Only,Yes,No,No,Yes
7888,junk house gastro-pub,5351 Adobe Falls Rd,San Diego,CA,92120,(619) 269-9363,junkhousesd.com,$$,Sports Bars;Gastropubs,3.5,,Yes,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
7889,leilani’s cafe,5109 Cass St,San Diego,CA,92109,(858) 361-1280,leilaniscafe.com,$,Breakfast & Brunch;Hawaiian,4.0,Pacific Beach,No,No,Yes,Yes,Brunch,Street,Casual,Casual,No,Yes,No,No,Yes
7890,island deli,955 Harbor Island Dr Ste 200,San Diego,CA,92101,(619) 293-0826,,$,Delis;Salad,4.5,,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,No
7891,the regal beagle,3659 India St,San Diego,CA,92103,(619) 297-2337,regalbeaglesd.com,$$,Pubs;American (New),4.5,Middletown; Mission Hills,No,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,No
7892,hodad’s,5010 Newport Ave,San Diego,CA,92107,(619) 224-4623,hodadies.com,$,Burgers,4.0,Point Loma; Ocean Beach,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7893,chop shop teriyaki,3852 Mission Blvd,San Diego,CA,92109,(858) 230-6522,chopshopteriyaki.com,$,American (New);Asian Fusion,4.0,,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
7894,taco express,1330 State St,San Diego,CA,92101,(619) 235-0311,tacoexpressmexicanfood.com,$,Mexican,4.0,Little Italy,No,No,Yes,No,Lunch,Street,Casual,Divey,No,Yes,No,No,Yes
7895,caffe bella italia,1525 Garnet Ave,San Diego,CA,92109,(858) 273-1224,caffebellaitalia.com,$$,Italian,4.0,Pacific Beach,Yes,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Romantic,Beer & Wine Only,Yes,Free,Yes,Yes
7896,kim’s deli,8515 Arjons Dr,San Diego,CA,92126,(858) 566-0370,,$,Delis;Sandwiches,4.5,,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,No,Yes,No,No,Yes
7897,lazy hummingbird,4876 Santa Monica Ave,San Diego,CA,92107,(619) 200-5016,lazyhummingbird.com,$,Coffee & Tea;Breakfast & Brunch;Bagels,4.5,Point Loma; Ocean Beach,No,Yes,Yes,Yes,Breakfast,Street,Casual,Hipster,No,Yes,Free,No,Yes
7898,full moon sushi & kitchen bar,926 5th Ave,San Diego,CA,92101,(619) 233-3711,fullmoonsd.com,$$,Asian Fusion;Sushi Bars,4.5,Gaslamp,Yes,No,Yes,Yes,Dinner,Valet; Street,Casual,Trendy,Beer & Wine Only,Yes,Free,Yes,Yes
7899,wich addiction,6625 Flanders Dr Ste B,San Diego,CA,92121,(858) 412-3735,wichaddiction.com,$$,Sandwiches;Breakfast & Brunch;Salad,4.0,Sorrento Valley,No,Yes,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
7900,tako factory,7287 El Cajon Blvd,San Diego,CA,92115,(619) 741-4502,takofactory.com,$,Mexican;Fast Food,4.5,La Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,Yes
7901,hector’s mexican & seafood,1224 Rosecrans St,San Diego,CA,92106,(619) 221-9138,,$,Mexican,4.0,Point Loma; Roseville; Fleetridge,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,No
7902,lestat’s on park,4496 Park Blvd,San Diego,CA,92116,(619) 501-6638,lestats.com,$,Coffee & Tea;Soup;Sandwiches,4.0,University Heights,No,No,Yes,Yes,Breakfast; Late Night,Street,Casual,Hipster,No,Yes,Free,No,No
7903,surfrider pizza cafe,2163 Abbott St,San Diego,CA,92107,(619) 226-7492,surfriderpizzacafe.com,$,Pizza;Italian;Cafes,4.5,Ocean Beach,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
7904,joe’s wings n fries,4676 Market St,San Diego,CA,92102,(619) 527-0608,joeswingssd.com,$,Chicken Wings;Pizza,4.5,Chollas View,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,No
7905,the bullpen bar & grill,8199 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 503-6786,bullpenbar.com,$$,Sports Bars;American (Traditional),4.0,Kearny Mesa,No,No,Yes,Yes,Late Night,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
7906,rb sushi,5943 El Cajon Blvd,San Diego,CA,92115,(619) 265-9400,rbsushi.com,$$,Sushi Bars;Japanese,4.0,Rolando,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7907,riki sushi,3930 30th St,San Diego,CA,92104,(619) 291-1188,,$$,Sushi Bars;Japanese,4.0,North Park,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7908,qiwei kitchen,8058 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 279-0088,qiweikitchen.com,$$,Szechuan,4.0,Kearny Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,No,No,Yes,No
7909,fuan garden,4768 Convoy St,San Diego,CA,92111,(858) 650-6999,fuangarden.com,$$,Szechuan;Asian Fusion,4.0,Kearny Mesa,Yes,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,No,,Yes,Yes
7910,the duck dive,4650 Mission Blvd,San Diego,CA,92109,(858) 273-3825,theduckdive.com,$$,Sports Bars;Dive Bars;American (New),4.0,Pacific Beach,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
7911,t deli,1469 University Ave,San Diego,CA,92103,(619) 682-4069,tdeli-sd.com,$,Delis;Salad;Sandwiches,4.5,Hillcrest,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Full Bar,Yes,Free,No,Yes
7912,pomodoro ristorante italiano,2833 Avenida de Portugal,San Diego,CA,92106,(619) 523-1301,pomodorosd.com,$$,Italian,4.5,Point Loma; Fleetridge,Yes,No,Yes,Yes,Dinner,Street,Casual,Romantic,Beer & Wine Only,Yes,No,Yes,No
7913,davanti enoteca,1655 India St,San Diego,CA,92101,(619) 237-9606,davantienoteca.com,$$,Italian,4.0,Little Italy,Yes,No,Yes,Yes,Brunch; Dinner,Street,Casual,Trendy,Full Bar,Yes,No,Yes,No
7914,harney sushi,3964 Harney St,San Diego,CA,92110,(619) 295-3272,harneysushi.com,$$,Japanese;Sushi Bars,4.0,Old Town,Yes,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Trendy,Beer & Wine Only,Yes,Free,Yes,No
7915,richard walker’s pancake house,520 Front St,San Diego,CA,92101,(619) 231-7777,richardwalkers.com,$$,Breakfast & Brunch,4.0,Downtown,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,No,Yes,Free,Yes,No
7916,king’s fish house,825 Camino De La Reina,San Diego,CA,92108,(619) 574-1230,kingsfishhouse.com,$$,Seafood,3.5,Mission Valley,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
7917,rust general store,2720 Calhoun St,San Diego,CA,92110,(619) 295-7878,rustgeneral.com,$$,Coffee & Tea;American (New),4.5,Old Town,No,No,Yes,Yes,Brunch,Street; Private Lot,Casual,Touristy,No,Yes,No,Yes,Yes
7918,the orient thai cafe,1315 Garnet Ave,San Diego,CA,92109,(858) 270-8424,theorientthaicafe.com,$$,Thai,4.5,Pacific Beach,Yes,Yes,Yes,Yes,Lunch; Dessert,Street; Private Lot,Casual,Casual,No,Yes,No,Yes,No
7919,corvette diner,2965 Historic Decatur Rd,San Diego,CA,92106,(619) 542-1476,cohnrestaurants.com,$$,Diners,3.5,Point Loma; Liberty Station; Loma Portal,No,No,Yes,Yes,Dinner,Private Lot,Casual,Touristy,Full Bar,No,Free,Yes,Yes
7920,le parfait paris,555 G St,San Diego,CA,92101,(619) 245-4457,leparfaitparis.com,$$,Desserts;Cafes;Breakfast & Brunch,4.5,Gaslamp,No,No,Yes,Yes,Brunch,Street,Casual,Touristy,Beer & Wine Only,Yes,Free,No,Yes
7921,bali hai restaurant,2230 Shelter Island Dr,San Diego,CA,92106,(619) 222-1181,balihairestaurant.com,$$,Hawaiian;Seafood;Asian Fusion,3.5,Point Loma,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Romantic,Full Bar,Yes,No,Yes,Yes
7922,south beach bar & grille,5059 Newport Ave Ste 104,San Diego,CA,92107,(619) 226-4577,southbeachob.com,$$,Seafood;Mexican,4.0,Point Loma; Ocean Beach,No,No,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
7923,thai village,4618 Mission Blvd,San Diego,CA,92109,(858) 270-4991,thaivillagesd.com,$$,Thai,4.0,Pacific Beach,No,Yes,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,No,No,No,Yes,Yes
7924,ramen yamadaya,4706 Clairemont Mesa Blvd,San Diego,CA,92117,(858) 483-3431,ramen-yamadaya.com,$,Ramen,4.0,Clairemont,No,No,Yes,Yes,Brunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
7925,el zarape,4642 Park Blvd,San Diego,CA,92116,(619) 692-1652,elzarape.menutoeat.com,$,Mexican;Seafood;Latin American,4.0,University Heights,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,No
7926,mitch’s seafood,1403 Scott St,San Diego,CA,92106,(619) 222-8787,mitchsseafood.com,$$,Seafood;Pubs,4.0,Point Loma; Fleetridge,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,No
7927,lefty’s chicago pizzeria,3448 30th St,San Diego,CA,92104,(619) 295-1720,leftyspizza.com,$$,Pizza;Salad;Italian,4.0,North Park,No,No,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7928,pho xpress,1125 6th Ave,San Diego,CA,92101,(619) 531-9333,,$,Vietnamese,4.0,Downtown,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
7929,small bar,4628 Park Blvd,San Diego,CA,92116,(619) 795-7998,smallbarsd.com,$$,American (New);Pubs,4.0,University Heights,No,No,No,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,No,No,No
7930,santouka ramen,Mitsuwa Market Place 4240 Kearny Mesa Rd,San Diego,CA,92111,(858) 974-1101,santouka.co.jp,$,Ramen,4.0,Kearny Mesa,No,No,No,No,Lunch,Private Lot,Casual,Casual,No,No,No,No,No
7931,chiquita’s mexican food,4110 Home Ave,San Diego,CA,92105,(619) 264-2072,chiquitasmexican.com,$$,Mexican,4.0,,No,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,No
7932,draft republic,4282 Esplanade Ct,San Diego,CA,92122,(858) 450-1400,cohnrestaurants.com/draftrepu…,$$,American (Traditional);Pubs;Gastropubs,4.0,University City,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7933,blush ice bar east + west kitchen,555 Market St,San Diego,CA,92101,(619) 501-9158,blushicebar.com,$$,American (Traditional);Asian Fusion,4.0,Gaslamp,Yes,No,Yes,Yes,Dinner; Late Night; Dessert,Garage,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7934,el carrito,2154 Logan Ave,San Diego,CA,92113,(619) 237-7699,,$,Mexican,4.5,Barrio Logan,No,No,Yes,No,,,Casual,,No,No,No,Yes,Yes
7935,crushed,967 Garnet Ave,San Diego,CA,92109,(858) 230-6567,barcrushed.com,$$,Tapas/Small Plates;Breakfast & Brunch;Bars,4.5,Pacific Beach,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,No
7936,rigoberto’s taco shop,7094 Miramar Rd,San Diego,CA,92121,(858) 271-0170,,$,Mexican,4.0,Miramar,No,No,Yes,Yes,Late Night,Private Lot,Casual,Casual,No,No,No,No,No
7937,station tavern & burgers,2204 Fern St,San Diego,CA,92104,(619) 255-0657,stationtavern.com,$$,Burgers,4.0,South Park; Golden Hill,No,No,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
7938,mission bell deli,3511 Camino Del Rio S,San Diego,CA,92108,(619) 283-3995,missionbelldeli.com,$,Delis;Breakfast & Brunch;Sandwiches,4.5,,Yes,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,No,Yes,
7939,humberto’s taco shop,1015 25th St Ste C,San Diego,CA,92102,(619) 231-8433,,$,Mexican,4.0,Golden Hill,No,No,Yes,Yes,Late Night,Private Lot,Casual,Casual,No,No,No,No,No
7940,backyard kitchen & tap,832 Garnet Ave,San Diego,CA,92109,(858) 859-2593,backyardpb.com,$$,American (New),4.0,Pacific Beach,Yes,No,Yes,Yes,Lunch,Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7941,the local eatery & drinking hole,1065 4th Ave,San Diego,CA,92101,(619) 231-4447,thelocalsandiego.com,$$,Bars;American (New),4.0,Downtown,No,No,Yes,Yes,Lunch; Dinner; Late Night,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
7942,catania coastal italian,7863 Girard Ave,San Diego,CA,92037,(858) 551-5105,wnlhosp.com/our-restaurants/c…,$$$,Pizza;Italian,4.5,La Jolla,Yes,No,Yes,Yes,Dinner,Valet; Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7943,yakitori taisho,5185 Clairemont Mesa Blvd,San Diego,CA,92117,(858) 752-0468,,$$,Japanese,4.0,Clairemont,Yes,No,No,Yes,Dinner,Private Lot,Casual,Intimate,Beer & Wine Only,No,No,Yes,No
7944,the joint,4902 Newport Ave,San Diego,CA,92107,(619) 222-8272,thejointob.com,$$,Gastropubs;Tapas/Small Plates;Sushi Bars,4.0,Point Loma; Ocean Beach,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
7945,anny’s fine burger,5375 Kearny Villa Rd Ste 101,San Diego,CA,92123,(858) 278-0618,annysfineburger.com,$$,Burgers,4.0,Kearny Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7946,knotty barrel,844 Market St,San Diego,CA,92101,(619) 269-7156,knottybarrel.com,$$,Gastropubs,4.0,East Village,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
7947,playa grill & margarita bar,2401 Fenton Pkwy,San Diego,CA,92108,(619) 280-0505,playagrill.com,$$,Mexican,3.5,Mission Valley,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
7948,frank,Deep Ellum,Dallas,TX,75226,(214) 997-3306,frankunderground.com,$$$$,American (New),5.0,Deep Ellum,Yes,No,No,Yes,Dinner,Street,Casual,Casual; Trendy,Beer & Wine Only,No,No,Yes,No
7949,rodeo goat,1926 Market Center Blvd,Dallas,TX,75207,(214) 741-4628,rodeogoat.com,$$,"Burgers;Beer, Wine & Spirits;American (Traditional)",4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
7950,uncle uber’s,2713 Commerce St,Dallas,TX,75226,(214) 653-8237,uncleubers.com,$,Sandwiches;Burgers;Sports Bars,4.5,Deep Ellum,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Full Bar,Yes,Free,No,No
7951,nazca kitchen,8041 Walnut Hill Ln Ste 854,Dallas,TX,75231,(214) 696-2922,nazcakitchen.com,$$,Latin American,4.5,Northeast Dallas,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
7952,the porch,2912 N Henderson Ave,Dallas,TX,75206,(214) 828-2916,theporchrestaurant.com,$$,Southern;American (New);American (Traditional),4.0,Lower Greenville,No,No,Yes,Yes,Dinner,Valet; Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7953,rapscallion,2023 Greenville Ave Ste 110,Dallas,TX,75206,(469) 291-5660,dallasrapscallion.com,$$,American (New);Bars,4.0,Lower Greenville,Yes,No,Yes,Yes,,,Casual,,Full Bar,Yes,No,Yes,No
7954,meddlesome moth,1621 Oak Lawn Ave,Dallas,TX,75207,(214) 628-7900,mothinthe.net,$$,Bars;Gastropubs;American (Traditional),4.0,Design District,Yes,No,Yes,Yes,Dinner,Valet; Street; Private Lot,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7955,blind butcher,1919 Greenville Ave,Dallas,TX,75206,(214) 887-0000,theblindbutcher.com,$$,American (New),4.0,Lower Greenville,No,No,Yes,Yes,Dinner; Late Night,Street,Casual,Hipster,Full Bar,Yes,No,Yes,No
7956,hg sply co,2008 Greenville Ave,Dallas,TX,75206,(469) 334-0896,hgsplyco.com,$$,American (New),4.0,Lower Greenville,Yes,Yes,Yes,Yes,Brunch,Valet; Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7957,kenny’s wood fired grill,5000 Belt Line Rd Ste 775,Dallas,TX,75254,(972) 392-9663,kennyswoodfiredgrill.com,$$,American (Traditional);Steakhouses,4.5,Addison,Yes,No,Yes,Yes,Dinner,Valet; Private Lot,Casual,Classy,Full Bar,No,Free,Yes,Yes
7958,uchi,2817 Maple Ave,Dallas,TX,75201,(214) 855-5454,uchirestaurants.com,$$$,Japanese,4.5,,Yes,No,No,Yes,Dinner,Valet,Dressy,Trendy,Beer & Wine Only,No,Free,Yes,No
7959,tatty’s fresh mex grill,8131 Forest Ln,Dallas,TX,75243,(214) 575-8100,,$,Ethnic Food;Mexican,5.0,Northeast Dallas,No,Yes,Yes,Yes,Brunch,Private Lot,Casual,Divey,No,Yes,,Yes,Yes
7960,cbd provisions,1530 Main St,Dallas,TX,75201,(214) 261-4500,cbdprovisions.com,$$,Brasseries;Breakfast & Brunch;American (Traditional),4.0,Downtown,Yes,No,Yes,Yes,Brunch,Valet,Casual,Trendy,Full Bar,No,Free,Yes,No
7961,r+d kitchen,8300 Preston Ctr Plz,Dallas,TX,75225,(214) 890-7900,rd-kitchen.com/locations/dall…,$$,American (New);Burgers;Sushi Bars,4.0,University Park,Yes,No,No,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,No
7962,gemma,2323 N Henderson Ave Ste 109,Dallas,TX,75206,(214) 370-9426,gemmadallas.com,$$$,American (New),4.5,Lower Greenville,Yes,No,No,Yes,Dinner,Valet,Dressy,Upscale,Full Bar,Yes,No,Yes,No
7963,ellen’s southern kitchen,1718 N Market St,Dallas,TX,75202,(469) 206-3339,gritsrule.com,$$,Southern;American (Traditional);Breakfast & Brunch,4.0,West End; Downtown,Yes,No,Yes,Yes,Brunch,Garage; Street; Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7964,blues burgers,1820 W Mockingbird Ln Ste 44,Dallas,TX,75235,(214) 750-9100,bluesburgers.net,$$,Burgers;American (Traditional),4.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,Full Bar,Yes,Free,No,Yes
7965,one90 smoked meats,10240 East Northwest Hwy,Dallas,TX,75238,(214) 346-3287,one90smokedmeats.com,$$,Butcher;Barbeque,4.5,,No,Yes,Yes,Yes,Lunch,,Casual,Casual,No,No,,No,Yes
7966,gabriela & sofia’s tex-mex,10455 N Central Expy Ste 117,Dallas,TX,75230,(214) 647-1033,gabriela-sofias.com,$$,Mexican;Tex-Mex;Bars,4.5,North Dallas,Yes,No,Yes,Yes,Brunch; Dinner,Private Lot,Casual,Casual,Full Bar,No,No,Yes,Yes
7967,hopdoddy burger bar,6030 Luther Ln Ste 100,Dallas,TX,75225,(214) 363-2337,hopdoddy.com,$$,Burgers;Bars,4.5,University Park,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Full Bar,No,Free,Yes,No
7968,off site kitchen,311 Singleton Blvd Ste 100,Dallas,TX,75212,(214) 741-2226,oskdallas.com,$,Burgers;American (Traditional),4.5,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,Beer & Wine Only,Yes,No,No,No
7969,remedy,2010B Greenville Ave,Dallas,TX,75206,(469) 294-4012,remedydallas.com,$$,American (Traditional),4.0,Lower Greenville,Yes,No,No,Yes,Brunch,Valet; Street,Casual,Upscale,Full Bar,Yes,No,Yes,
7970,pecan lodge,2702 Main St,Dallas,TX,75226,(214) 748-8900,pecanlodge.com,$$,Sandwiches;Barbeque,4.0,Deep Ellum,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7971,maple and motor,4810 Maple Ave,Dallas,TX,75219,(214) 522-4400,mapleandmotor.com,$,Burgers,4.0,Oak Lawn,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,Beer & Wine Only,No,No,No,No
7972,winslow’s,3908 Cedar Springs Rd,Dallas,TX,75219,(214) 559-4470,winslowscedarsprings.com,$$,Pizza;Cocktail Bars;Wine Bars,4.5,Oak Lawn,Yes,No,Yes,Yes,,,Casual,,Full Bar,Yes,Free,Yes,
7973,scardello,3511 Oak Lawn,Dallas,TX,75219,(214) 219-1300,scardellocheese.com,$$,Cheese Shops;Sandwiches,4.5,,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,Free,Yes,Yes
7974,the grove at harwood,3019 McKinnon St,Dallas,TX,75201,(214) 663-1001,harwoodgrove.com,$,Cocktail Bars;American (Traditional),4.5,Oak Lawn,No,No,No,Yes,,,Casual,,Full Bar,Yes,Free,No,
7975,meso maya,1611 McKinney Ave,Dallas,TX,75202,(214) 484-6555,mesomaya.com/index.html,$$,Mexican,4.0,,Yes,No,Yes,Yes,Brunch,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7976,the social house,2708 Routh St,Dallas,TX,75201,(214) 999-0046,socialhouseuptown.com,$$,American (New),4.0,Uptown,Yes,No,Yes,Yes,Brunch,Street,Casual,Trendy,Full Bar,Yes,Free,Yes,Yes
7977,frankie’s,1303 Main St,Dallas,TX,75202,(214) 741-1919,frankiesbar.com,$$,Sports Bars;American (Traditional);American (New),4.5,Downtown,No,No,Yes,Yes,Dessert,Valet; Garage; Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7978,whiskers fish & burgers,1702 Singleton Blvd,Dallas,TX,75212,(214) 939-3474,,$$,Seafood,5.0,,No,No,Yes,Yes,,,Casual,,,Yes,,,
7979,cafe izmir,3711 Greenville Ave,Dallas,TX,75206,(214) 826-7788,cafeizmir.com,$$,Middle Eastern;Tapas Bars;Mediterranean,4.5,Lower Greenville,Yes,Yes,Yes,Yes,Dinner,Valet; Street,Casual,Intimate,Beer & Wine Only,Yes,Free,Yes,Yes
7980,true food kitchen,"The Plaza at Preston Center 8383 Preston Ctr Plz, Ste 100",Dallas,TX,75225,(214) 377-3333,truefoodkitchen.com,$$,American (New);Vegetarian;Vegan,4.0,University Park,No,No,Yes,Yes,Brunch,Street,Casual,Trendy,Full Bar,Yes,No,Yes,Yes
7981,luck - local urban craft kitchen,3011 Gulden Ln Ste 112,Dallas,TX,75212,(469) 250-0679,luckdallas.com,$$,American (New);American (Traditional);Gastropubs,4.0,,No,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
7982,smoke,901 Fort Worth Ave,Dallas,TX,75208,(214) 393-4141,smokerestaurant.com,$$,American (New);Breakfast & Brunch,4.0,,Yes,No,Yes,Yes,Brunch,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
7983,jimmy’s food store,4901 Bryan St,Dallas,TX,75206,(214) 823-6180,jimmysfoodstore.com,$,Grocery;Sandwiches,4.5,East Dallas,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7984,latin deli,5844 Abrams Rd,Dallas,TX,75214,(214) 363-5551,latindelidallas.com/index.html,$,Latin American;Sandwiches,4.5,Lakewood,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,Free,No,Yes
7985,henry’s majestic,4900 McKinney Ave,Dallas,TX,75205,(469) 893-9400,henrysmajestic.com,$$,Bars;American (New),4.0,Highland Park,Yes,No,Yes,Yes,Brunch,Valet; Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,No
7986,celebration,4503 W Lovers Ln,Dallas,TX,75209,(214) 351-5681,celebrationrestaurant.com,$$,American (Traditional);Southern;Caterers,4.0,,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
7987,velvet taco,3012 N Henderson Ave,Dallas,TX,75206,(214) 823-8358,velvettaco.com,$,American (New);Tex-Mex,4.0,Lower Greenville,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
7988,the people’s last stand,5319 E Mockingbird Ln Ste 210,Dallas,TX,75206,(214) 370-8755,thepeopleslaststand.com,$$,Bars;American (New),4.0,Upper Greenville,No,No,No,Yes,Late Night,Garage,Casual,Trendy,Full Bar,Yes,No,Yes,No
